Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,reporting_month_year,Quarter,ReportingYear,ReportingYear_Quarter,Churned,Had_Negative_Business,Has_Income_Increased,Has_Rating_Increased
525,33,0,C22,1,106727,2019-10-29,,3,3,500000,2,2020-07-01,3,2020,2020-3,0,1,0,1
525,33,0,C22,1,106727,2019-10-29,2020-07-29,3,3,0,2,2020-08-01,3,2020,2020-3,1,0,0,1
527,34,0,C23,1,86823,2017-08-21,,3,4,3200000,3,2019-01-01,1,2019,2019-1,0,1,0,0
527,34,0,C23,1,86823,2017-08-21,,3,4,450000,3,2019-02-01,1,2019,2019-1,0,1,0,0
527,34,0,C23,1,86823,2017-08-21,,3,4,4140000,3,2019-03-01,1,2019,2019-1,0,1,0,0
527,34,0,C23,1,86823,2017-08-21,,3,4,0,1,2019-04-01,2,2019,2019-2,0,0,0,0
527,34,0,C23,1,86823,2017-08-21,,3,4,250020,1,2019-05-01,2,2019,2019-2,0,1,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,0,1,2019-06-01,2,2019,2019-2,0,0,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,200000,2,2019-07-01,3,2019,2019-3,0,1,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,-200000,2,2019-08-01,3,2019,2019-3,0,0,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,2200000,2,2019-09-01,3,2019,2019-3,0,1,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,0,1,2019-10-01,4,2019,2019-4,0,0,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,500000,1,2019-11-01,4,2019,2019-4,0,1,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
527,35,0,C23,1,86823,2017-08-21,,3,4,200000,1,2020-01-01,1,2020,2020-1,0,1,0,0
527,35,0,C23,1,86823,2017-08-21,2020-02-14,3,4,1000000,1,2020-02-01,1,2020,2020-1,1,1,0,0
528,33,0,C10,0,51086,2020-11-03,,2,2,0,1,2020-03-01,1,2020,2020-1,0,0,0,0
528,33,0,C10,0,51086,2020-11-03,,2,2,0,3,2020-04-01,2,2020,2020-2,0,0,0,1
528,33,0,C10,0,51086,2020-11-03,,2,2,415820,3,2020-05-01,2,2020,2020-2,0,1,0,1
528,33,0,C10,0,51086,2020-11-03,,2,2,1590050,3,2020-06-01,2,2020,2020-2,0,1,0,1
528,33,0,C10,0,51086,2020-11-03,,2,2,250550,1,2020-07-01,3,2020,2020-3,0,1,0,0
528,34,0,C10,0,51086,2020-11-03,,2,2,0,1,2020-08-01,3,2020,2020-3,0,0,0,0
528,34,0,C10,0,51086,2020-11-03,2020-04-09,2,2,0,1,2020-09-01,3,2020,2020-3,1,0,0,0
529,32,1,C9,0,12934,2018-11-30,,2,2,183800,1,2019-01-01,1,2019,2019-1,0,1,0,0
529,32,1,C9,0,12934,2018-11-30,,2,2,-103570,1,2019-02-01,1,2019,2019-1,0,0,0,0
529,32,1,C9,0,12934,2018-11-30,,2,2,101020,1,2019-03-01,1,2019,2019-1,0,1,0,0
529,32,1,C9,0,12934,2018-11-30,2019-03-31,2,2,0,1,2019-04-01,2,2019,2019-2,1,0,0,0
530,37,0,C28,2,31137,2020-03-14,,1,1,0,1,2020-03-01,1,2020,2020-1,0,0,0,0
530,37,0,C28,2,31137,2020-03-14,,1,1,0,1,2020-04-01,2,2020,2020-2,0,0,0,0
530,37,0,C28,2,31137,2020-03-14,2020-08-05,1,1,0,1,2020-05-01,2,2020,2020-2,1,0,0,0
531,35,0,C8,2,68045,2020-06-09,,2,2,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
531,35,0,C8,2,68045,2020-06-09,,2,2,0,2,2020-10-01,4,2020,2020-4,0,0,0,1
531,35,0,C8,2,68045,2020-06-09,,2,2,273960,2,2020-11-01,4,2020,2020-4,0,1,0,1
531,35,0,C8,2,68045,2020-06-09,,2,2,386520,2,2020-12-01,4,2020,2020-4,0,1,0,1
532,35,0,C26,0,61243,2019-10-25,,1,1,0,1,2019-10-01,4,2019,2019-4,0,0,0,0
532,35,0,C26,0,61243,2019-10-25,,1,1,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
532,36,0,C26,0,61243,2019-10-25,,1,1,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
532,36,0,C26,0,61243,2019-10-25,,1,1,101230,2,2020-01-01,1,2020,2020-1,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,450130,2,2020-02-01,1,2020,2020-1,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,1203140,2,2020-03-01,1,2020,2020-1,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,144580,2,2020-04-01,2,2020,2020-2,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,398830,2,2020-05-01,2,2020,2020-2,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,359580,2,2020-06-01,2,2020,2020-2,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,120800,2,2020-07-01,3,2020,2020-3,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,241740,2,2020-08-01,3,2020,2020-3,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,577790,2,2020-09-01,3,2020,2020-3,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,790430,3,2020-10-01,4,2020,2020-4,0,1,0,1
532,36,0,C26,0,61243,2019-10-25,,1,1,193000,3,2020-11-01,4,2020,2020-4,0,1,0,1
532,37,0,C26,0,61243,2019-10-25,,1,1,600540,3,2020-12-01,4,2020,2020-4,0,1,0,1
533,35,0,C1,1,35731,2019-06-24,,1,1,0,1,2019-06-01,2,2019,2019-2,0,0,0,0
533,35,0,C1,1,35731,2019-06-24,,1,1,0,1,2019-07-01,3,2019,2019-3,0,0,0,0
533,36,0,C1,1,35731,2019-06-24,,1,1,0,1,2019-08-01,3,2019,2019-3,0,0,0,0
533,36,0,C1,1,35731,2019-06-24,,1,1,200000,1,2019-09-01,3,2019,2019-3,0,1,0,0
533,36,0,C1,1,35731,2019-06-24,2019-10-18,1,1,0,1,2019-10-01,4,2019,2019-4,1,0,0,0
534,28,0,C10,0,87872,2020-11-23,,3,3,0,1,2020-11-01,4,2020,2020-4,0,0,0,0
534,28,0,C10,0,87872,2020-11-23,,3,3,0,1,2020-12-01,4,2020,2020-4,0,0,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,1178780,2,2019-01-01,1,2019,2019-1,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,741550,2,2019-02-01,1,2019,2019-1,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,3075690,2,2019-03-01,1,2019,2019-1,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,120140,2,2019-04-01,2,2019,2019-2,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,596450,2,2019-05-01,2,2019,2019-2,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,299740,2,2019-06-01,2,2019,2019-2,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,414310,2,2019-07-01,3,2019,2019-3,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,691550,2,2019-08-01,3,2019,2019-3,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,793480,2,2019-09-01,3,2019,2019-3,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,424030,2,2019-10-01,4,2019,2019-4,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,164950,2,2019-11-01,4,2019,2019-4,0,1,0,0
535,38,0,C27,1,77182,2015-06-09,,1,4,738150,2,2019-12-01,4,2019,2019-4,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,1303930,2,2020-01-01,1,2020,2020-1,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,675380,2,2020-02-01,1,2020,2020-1,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,2270980,2,2020-03-01,1,2020,2020-1,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,1473470,2,2020-04-01,2,2020,2020-2,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,423400,2,2020-05-01,2,2020,2020-2,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,412160,2,2020-06-01,2,2020,2020-2,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,438340,1,2020-07-01,3,2020,2020-3,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,0,1,2020-08-01,3,2020,2020-3,0,0,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,450090,1,2020-09-01,3,2020,2020-3,0,1,0,0
535,39,0,C27,1,77182,2015-06-09,,1,4,0,1,2020-10-01,4,2020,2020-4,0,0,0,0
535,39,0,C27,1,77182,2015-06-09,2020-11-25,1,4,557750,1,2020-11-01,4,2020,2020-4,1,1,0,0
536,27,0,C26,2,35112,2019-07-21,,1,1,0,1,2019-07-01,3,2019,2019-3,0,0,0,0
536,27,0,C26,2,35112,2019-07-21,,1,1,0,1,2019-08-01,3,2019,2019-3,0,0,0,0
536,27,0,C26,2,35112,2019-07-21,,1,1,200140,1,2019-09-01,3,2019,2019-3,0,1,0,0
536,27,0,C26,2,35112,2019-07-21,,1,1,150060,2,2019-10-01,4,2019,2019-4,0,1,0,1
536,28,0,C26,2,35112,2019-07-21,,1,1,0,2,2019-11-01,4,2019,2019-4,0,0,0,1
536,28,0,C26,2,35112,2019-07-21,2019-12-26,1,1,630520,2,2019-12-01,4,2019,2019-4,1,1,0,1
537,34,1,C29,1,76868,2019-06-12,,2,2,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
537,35,1,C29,1,76868,2019-06-12,,2,2,1914780,4,2020-01-01,1,2020,2020-1,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,3343490,4,2020-02-01,1,2020,2020-1,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,5931040,4,2020-03-01,1,2020,2020-1,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,499040,4,2020-04-01,2,2020,2020-2,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,1168740,4,2020-05-01,2,2020,2020-2,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,1391140,4,2020-06-01,2,2020,2020-2,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,2244810,4,2020-07-01,3,2020,2020-3,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,702490,4,2020-08-01,3,2020,2020-3,0,1,0,1
537,35,1,C29,1,76868,2019-06-12,,2,2,1808530,4,2020-09-01,3,2020,2020-3,0,1,0,1
537,35,1,C29,1,84554,2019-06-12,,2,3,627030,4,2020-10-01,4,2020,2020-4,0,1,1,1
537,35,1,C29,1,84554,2019-06-12,,2,3,804240,4,2020-11-01,4,2020,2020-4,0,1,1,1
537,35,1,C29,1,84554,2019-06-12,,2,3,2941090,4,2020-12-01,4,2020,2020-4,0,1,1,1
538,25,1,C23,1,29698,2019-10-11,,1,1,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
538,25,1,C23,1,29698,2019-10-11,,1,1,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
538,25,1,C23,1,29698,2019-10-11,,1,1,618920,3,2020-01-01,1,2020,2020-1,0,1,0,1
538,25,1,C23,1,29698,2019-10-11,,1,1,926170,3,2020-02-01,1,2020,2020-1,0,1,0,1
538,25,1,C23,1,29698,2019-10-11,,1,1,846950,3,2020-03-01,1,2020,2020-1,0,1,0,1
538,25,1,C23,1,29698,2019-10-11,,1,1,0,2,2020-04-01,2,2020,2020-2,0,0,0,1
538,25,1,C23,1,29698,2019-10-11,,1,1,150120,2,2020-05-01,2,2020,2020-2,0,1,0,1
538,25,1,C23,1,29698,2019-10-11,,1,1,451420,2,2020-06-01,2,2020,2020-2,0,1,0,1
538,26,1,C23,1,29698,2019-10-11,,1,1,301240,2,2020-07-01,3,2020,2020-3,0,1,0,1
538,26,1,C23,1,29698,2019-10-11,,1,1,300180,2,2020-08-01,3,2020,2020-3,0,1,0,1
538,26,1,C23,1,29698,2019-10-11,,1,1,150120,2,2020-09-01,3,2020,2020-3,0,1,0,1
538,26,1,C23,1,29698,2019-10-11,,1,1,188660,2,2020-10-01,4,2020,2020-4,0,1,0,1
538,26,1,C23,1,29698,2019-10-11,,1,1,573690,2,2020-11-01,4,2020,2020-4,0,1,0,1
538,26,1,C23,1,29698,2019-10-11,,1,1,0,2,2020-12-01,4,2020,2020-4,0,0,0,1
539,36,0,C24,0,109296,2016-06-20,2019-01-19,2,3,0,1,2019-01-01,1,2019,2019-1,1,0,0,0
540,29,0,C14,0,96233,2020-05-12,,3,3,0,1,2020-12-01,4,2020,2020-4,0,0,0,0
541,26,0,C1,2,71812,2017-10-02,,1,2,0,1,2019-01-01,1,2019,2019-1,0,0,0,0
541,26,0,C1,2,71812,2017-10-02,,1,2,272170,1,2019-02-01,1,2019,2019-1,0,1,0,0
541,26,0,C1,2,71812,2017-10-02,,1,2,385400,1,2019-03-01,1,2019,2019-1,0,1,0,0
541,26,0,C1,2,71812,2017-10-02,,1,2,50000,1,2019-04-01,2,2019,2019-2,0,1,0,0
541,35,0,C1,2,71812,2017-10-02,,1,2,104380,1,2019-05-01,2,2019,2019-2,0,1,0,0
541,26,0,C1,2,71812,2017-10-02,,1,2,0,1,2019-06-01,2,2019,2019-2,0,0,0,0
541,26,0,C1,2,71812,2017-10-02,,1,2,210210,2,2019-07-01,3,2019,2019-3,0,1,0,1
541,26,0,C1,2,71812,2017-10-02,,1,2,41000,2,2019-08-01,3,2019,2019-3,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,601820,2,2019-09-01,3,2019,2019-3,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,200000,2,2019-10-01,4,2019,2019-4,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,350350,2,2019-11-01,4,2019,2019-4,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,410970,2,2019-12-01,4,2019,2019-4,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,508920,2,2020-01-01,1,2020,2020-1,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,200000,2,2020-02-01,1,2020,2020-1,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,1748110,2,2020-03-01,1,2020,2020-1,0,1,0,1
541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,2020-04-01,2,2020,2020-2,0,0,0,0
541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,2020-05-01,2,2020,2020-2,0,0,0,0
541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,2020-06-01,2,2020,2020-2,0,0,0,0
541,27,0,C1,2,71812,2017-10-02,,1,2,0,1,2020-07-01,3,2020,2020-3,0,0,0,0
541,27,0,C1,2,71812,2017-10-02,2020-07-29,1,2,0,1,2020-08-01,3,2020,2020-3,1,0,0,0
542,43,0,C8,1,43720,2019-04-07,,2,2,0,1,2019-07-01,3,2019,2019-3,0,0,0,0
542,43,0,C8,1,43720,2019-04-07,,2,2,0,1,2019-08-01,3,2019,2019-3,0,0,0,0
542,43,0,C8,1,43720,2019-04-07,,2,2,275290,1,2019-09-01,3,2019,2019-3,0,1,0,0
542,43,0,C8,1,43720,2019-04-07,,2,2,0,2,2019-10-01,4,2019,2019-4,0,0,0,1
542,44,0,C8,1,43720,2019-04-07,,2,2,500000,2,2019-11-01,4,2019,2019-4,0,1,0,1
542,44,0,C8,1,43720,2019-04-07,,2,2,600000,2,2019-12-01,4,2019,2019-4,0,1,0,1
542,44,0,C8,1,43720,2019-04-07,,2,2,400670,1,2020-01-01,1,2020,2020-1,0,1,0,0
542,44,0,C8,1,43720,2019-04-07,,2,2,291360,1,2020-02-01,1,2020,2020-1,0,1,0,0
542,44,0,C8,1,43720,2019-04-07,,2,2,241320,1,2020-03-01,1,2020,2020-1,0,1,0,0
542,44,0,C8,1,43720,2019-04-07,2020-04-13,2,2,0,1,2020-04-01,2,2020,2020-2,1,0,0,0
543,29,0,C12,0,34793,2020-09-28,,3,3,0,1,2020-10-01,4,2020,2020-4,0,0,0,0
543,29,0,C12,0,34793,2020-09-28,,3,3,0,1,2020-11-01,4,2020,2020-4,0,0,0,0
543,29,0,C12,0,34793,2020-09-28,,3,3,0,1,2020-12-01,4,2020,2020-4,0,0,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,987650,3,2019-01-01,1,2019,2019-1,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,893950,3,2019-02-01,1,2019,2019-1,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,2732940,3,2019-03-01,1,2019,2019-1,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,338030,2,2019-04-01,2,2019,2019-2,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,214120,2,2019-05-01,2,2019,2019-2,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,284060,2,2019-06-01,2,2019,2019-2,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,367420,2,2019-07-01,3,2019,2019-3,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,387480,2,2019-08-01,3,2019,2019-3,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,249380,2,2019-09-01,3,2019,2019-3,0,1,0,0
544,42,0,C14,2,50345,2015-07-23,,1,2,154080,1,2019-10-01,4,2019,2019-4,0,1,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,846260,2,2020-01-01,1,2020,2020-1,0,1,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,472650,2,2020-02-01,1,2020,2020-1,0,1,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,1491570,2,2020-03-01,1,2020,2020-1,0,1,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,0,4,2020-04-01,2,2020,2020-2,0,0,0,1
544,43,0,C14,2,50345,2015-07-23,,1,2,2970850,4,2020-05-01,2,2020,2020-2,0,1,0,1
544,43,0,C14,2,50345,2015-07-23,,1,2,188560,4,2020-06-01,2,2020,2020-2,0,1,0,1
544,43,0,C14,2,50345,2015-07-23,,1,2,1142360,2,2020-07-01,3,2020,2020-3,0,1,0,0
544,43,0,C14,2,50345,2015-07-23,,1,2,0,2,2020-08-01,3,2020,2020-3,0,0,0,0
544,43,0,C14,2,50345,2015-07-23,2020-09-25,1,2,0,2,2020-09-01,3,2020,2020-3,1,0,0,0
545,29,1,C26,1,62542,2018-10-11,2019-01-25,2,2,0,1,2019-01-01,1,2019,2019-1,1,0,0,0
546,35,1,C14,2,20993,2020-09-21,,1,1,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
546,35,1,C14,2,20993,2020-09-21,,1,1,0,1,2020-10-01,4,2020,2020-4,0,0,0,0
546,36,1,C14,2,20993,2020-09-21,,1,1,0,1,2020-11-01,4,2020,2020-4,0,0,0,0
546,36,1,C14,2,20993,2020-09-21,,1,1,195960,1,2020-12-01,4,2020,2020-4,0,1,0,0
547,27,0,C19,0,34536,2020-04-09,,2,2,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
547,28,0,C19,0,34536,2020-04-09,,2,2,0,2,2020-10-01,4,2020,2020-4,0,0,0,1
547,28,0,C19,0,34536,2020-04-09,,2,2,261600,2,2020-11-01,4,2020,2020-4,0,1,0,1
547,28,0,C19,0,34536,2020-04-09,,2,2,990600,2,2020-12-01,4,2020,2020-4,0,1,0,1
548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,2020-08-01,3,2020,2020-3,0,0,0,0
548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,2020-10-01,4,2020,2020-4,0,0,0,0
548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,2020-11-01,4,2020,2020-4,0,0,0,0
548,31,1,C20,2,55239,2020-08-16,,3,3,0,1,2020-12-01,4,2020,2020-4,0,0,0,0
549,24,1,C2,1,20886,2018-11-16,2019-01-27,1,1,212640,1,2019-01-01,1,2019,2019-1,1,1,0,0
550,35,0,C27,1,55670,2019-10-25,,1,1,0,1,2019-10-01,4,2019,2019-4,0,0,0,0
550,35,0,C27,1,55670,2019-10-25,,1,1,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
550,35,0,C27,1,55670,2019-10-25,,1,1,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
550,35,0,C27,1,55670,2019-10-25,,1,1,0,2,2020-01-01,1,2020,2020-1,0,0,0,1
550,35,0,C27,1,55670,2019-10-25,,1,1,0,2,2020-02-01,1,2020,2020-1,0,0,0,1
550,35,0,C27,1,55670,2019-10-25,,1,1,1150680,2,2020-03-01,1,2020,2020-1,0,1,0,1
550,35,0,C27,1,55670,2019-10-25,,1,1,0,2,2020-04-01,2,2020,2020-2,0,0,0,1
550,35,0,C27,1,55670,2019-10-25,,1,1,150090,2,2020-05-01,2,2020,2020-2,0,1,0,1
550,35,0,C27,1,55670,2019-10-25,,1,1,360000,2,2020-06-01,2,2020,2020-2,0,1,0,1
550,35,0,C27,1,55670,2019-10-25,,1,1,400090,2,2020-07-01,3,2020,2020-3,0,1,0,1
550,36,0,C27,1,55670,2019-10-25,,1,1,135280,2,2020-08-01,3,2020,2020-3,0,1,0,1
550,36,0,C27,1,55670,2019-10-25,,1,1,300000,2,2020-09-01,3,2020,2020-3,0,1,0,1
550,36,0,C27,1,55670,2019-10-25,,1,1,417630,3,2020-10-01,4,2020,2020-4,0,1,0,1
550,36,0,C27,1,55670,2019-10-25,,1,1,400000,3,2020-11-01,4,2020,2020-4,0,1,0,1
550,36,0,C27,1,55670,2019-10-25,,1,1,1783680,3,2020-12-01,4,2020,2020-4,0,1,0,1
551,43,0,C13,2,84481,2018-06-16,,3,3,236100,1,2019-01-01,1,2019,2019-1,0,1,0,0
551,43,0,C13,2,84481,2018-06-16,2019-10-02,3,3,0,1,2019-02-01,1,2019,2019-1,1,0,0,0
552,36,0,C13,1,65170,2019-11-18,,3,3,0,2,2019-11-01,4,2019,2019-4,0,0,0,0
552,36,0,C13,1,65170,2019-11-18,,3,3,500000,2,2019-12-01,4,2019,2019-4,0,1,0,0
552,36,0,C13,1,65170,2019-11-18,,3,3,693450,4,2020-01-01,1,2020,2020-1,0,1,0,1
552,36,0,C13,1,65170,2019-11-18,,3,3,1206400,4,2020-02-01,1,2020,2020-1,0,1,0,1
552,36,0,C13,1,65170,2019-11-18,,3,3,12677080,4,2020-03-01,1,2020,2020-1,0,1,0,1
552,36,0,C13,1,65170,2019-11-18,,3,3,3239800,4,2020-04-01,2,2020,2020-2,0,1,0,1
552,36,0,C13,1,65170,2019-11-18,,3,3,1191960,4,2020-05-01,2,2020,2020-2,0,1,0,1
552,36,0,C13,1,65170,2019-11-18,,3,3,2893730,4,2020-06-01,2,2020,2020-2,0,1,0,1
552,37,0,C13,1,65170,2019-11-18,,3,3,1192330,4,2020-07-01,3,2020,2020-3,0,1,0,1
552,37,0,C13,1,65170,2019-11-18,,3,3,2184420,4,2020-08-01,3,2020,2020-3,0,1,0,1
552,37,0,C13,1,65170,2019-11-18,,3,3,2367470,4,2020-09-01,3,2020,2020-3,0,1,0,1
552,37,0,C13,1,65170,2019-11-18,,3,3,491630,4,2020-10-01,4,2020,2020-4,0,1,0,1
552,37,0,C13,1,65170,2019-11-18,,3,3,1843260,4,2020-11-01,4,2020,2020-4,0,1,0,1
552,37,0,C13,1,65170,2019-11-18,,3,3,5487960,4,2020-12-01,4,2020,2020-4,0,1,0,1
553,32,0,C12,1,44273,2019-10-09,,2,2,0,1,2019-09-01,3,2019,2019-3,0,0,0,0
553,32,0,C12,1,44273,2019-10-09,,2,2,0,1,2019-10-01,4,2019,2019-4,0,0,0,0
553,32,0,C12,1,44273,2019-10-09,,2,2,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
553,32,0,C12,1,44273,2019-10-09,,2,2,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
553,32,0,C12,1,44273,2019-10-09,2020-01-20,2,2,0,1,2020-01-01,1,2020,2020-1,1,0,0,0
554,36,0,C24,2,19649,2018-11-20,,1,1,0,1,2019-01-01,1,2019,2019-1,0,0,0,0
554,36,0,C24,2,19649,2018-11-20,,1,1,203330,1,2019-02-01,1,2019,2019-1,0,1,0,0
554,36,0,C24,2,19649,2018-11-20,,1,1,374150,1,2019-03-01,1,2019,2019-1,0,1,0,0
554,36,0,C24,2,19649,2018-11-20,,1,1,0,1,2019-04-01,2,2019,2019-2,0,0,0,0
554,36,0,C24,2,19649,2018-11-20,2019-05-14,1,1,0,1,2019-05-01,2,2019,2019-2,1,0,0,0
556,34,1,C8,2,51658,2015-04-10,,1,2,266450,3,2019-01-01,1,2019,2019-1,0,1,0,0
556,34,1,C8,2,51658,2015-04-10,,1,2,1221150,3,2019-02-01,1,2019,2019-1,0,1,0,0
556,34,1,C8,2,51658,2015-04-10,,1,2,1814380,3,2019-03-01,1,2019,2019-1,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,108650,3,2019-04-01,2,2019,2019-2,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,307010,3,2019-05-01,2,2019,2019-2,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,670360,3,2019-06-01,2,2019,2019-2,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,750290,3,2019-07-01,3,2019,2019-3,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,609170,3,2019-08-01,3,2019,2019-3,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,900000,3,2019-09-01,3,2019,2019-3,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,600000,2,2019-10-01,4,2019,2019-4,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,515690,2,2019-11-01,4,2019,2019-4,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,250000,2,2019-12-01,4,2019,2019-4,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,1356440,3,2020-01-01,1,2020,2020-1,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,1504260,3,2020-02-01,1,2020,2020-1,0,1,0,0
556,35,1,C8,2,51658,2015-04-10,,1,2,2674280,3,2020-03-01,1,2020,2020-1,0,1,0,0
556,36,1,C8,2,51658,2015-04-10,,1,2,0,3,2020-04-01,2,2020,2020-2,0,0,0,0
556,36,1,C8,2,51658,2015-04-10,,1,2,599060,3,2020-05-01,2,2020,2020-2,0,1,0,0
556,36,1,C8,2,51658,2015-04-10,,1,2,867430,3,2020-06-01,2,2020,2020-2,0,1,0,0
556,36,1,C8,2,51658,2015-04-10,,1,2,1231120,4,2020-07-01,3,2020,2020-3,0,1,0,1
556,36,1,C8,2,51658,2015-04-10,,1,2,922900,4,2020-08-01,3,2020,2020-3,0,1,0,1
556,36,1,C8,2,51658,2015-04-10,,1,2,692390,4,2020-09-01,3,2020,2020-3,0,1,0,1
556,36,1,C8,2,51658,2015-04-10,,1,2,1398780,4,2020-10-01,4,2020,2020-4,0,1,0,1
