Driver_ID,Date_Of_Joining,Total_Business_Value,Total_Had_Negative_Business,Has_Income_Increased,Has_Rating_Increased,Avg_Business_Value,Last_Reporting_Month,Age,Gender,Income,Total_Income,Education_Level,City,Joining_Designation,Grade,Quarterly_Rating,Last_Working_Date,Churned,Tenure,Date_Of_Joining_month,Date_Of_Joining_year,Is_Valuable_Driver
638,2013-07-13,54792310,21,1,0,2283012,2020-12-01,38,0,149403,3344340,2,C16,2,5,2,,0,2728,7,2013,1
639,2020-01-02,4336590,9,0,1,394235,2020-12-01,27,0,66599,732589,2,C12,2,2,2,,0,364,1,2020,1
640,2019-07-12,1510890,2,0,0,188861,2020-07-01,27,1,105931,847448,1,C8,3,3,1,2020-07-25,1,379,7,2019,1
642,2020-07-31,240920,1,0,0,48184,2020-12-01,35,0,86516,432580,0,C11,3,3,1,,0,153,7,2020,0
643,2020-10-07,1015390,4,0,0,169231,2020-12-01,35,0,63632,381792,1,C26,2,2,1,,0,85,10,2020,1
644,2020-04-25,3695100,7,0,1,410566,2020-12-01,29,0,34741,312669,2,C6,1,1,3,,0,250,4,2020,1
645,2019-03-30,960000,1,0,0,192000,2019-08-01,28,1,110445,552225,2,C8,2,4,1,2019-01-08,1,81,3,2019,1
646,2020-12-10,301150,1,0,0,100383,2020-12-01,34,0,71776,215328,1,C11,3,3,1,,0,21,12,2020,1
647,2019-01-08,0,0,0,0,0,2019-09-01,34,1,57888,115776,2,C10,1,1,1,2019-09-15,1,250,1,2019,0
648,2020-07-24,942840,1,0,1,157140,2020-12-01,28,1,18928,113568,0,C3,1,1,2,,0,160,7,2020,1
649,2019-01-06,0,0,0,0,0,2019-09-01,33,0,35584,142336,1,C14,1,1,1,2019-09-09,1,246,1,2019,0
650,2020-11-14,0,0,0,0,0,2020-12-01,33,1,42953,85906,1,C16,2,2,1,,0,47,11,2020,0
651,2019-05-12,3210720,2,0,1,401340,2020-07-01,34,1,41298,330384,1,C12,3,3,1,2020-07-24,1,439,5,2019,1
652,2018-05-11,0,0,0,0,0,2019-07-01,34,0,112322,786254,1,C20,4,4,1,2019-07-18,1,433,5,2018,0
653,2018-12-09,106510,1,0,0,26627,2019-04-01,44,1,64702,258808,0,C1,2,2,1,2019-03-30,1,111,12,2018,0
654,2020-10-10,0,0,0,0,0,2020-11-01,22,0,36116,72232,0,C4,2,2,1,2020-11-22,1,43,10,2020,0
655,2019-05-01,429430,3,0,0,85886,2019-05-01,35,0,40926,204630,0,C13,2,2,1,2019-03-05,1,57,5,2019,1
658,2020-04-13,4689800,7,0,1,521088,2020-12-01,30,1,105966,953694,1,C6,3,3,2,,0,262,4,2020,1
659,2020-05-06,0,0,0,0,0,2020-08-01,32,1,54903,164709,2,C13,3,3,1,2020-07-29,1,84,5,2020,0
660,2020-01-25,0,0,0,0,0,2020-02-01,24,1,15327,30654,0,C7,1,1,1,2020-06-02,1,129,1,2020,0
662,2016-10-17,16118660,24,0,1,671610,2020-12-01,37,0,76548,1837152,1,C29,1,2,3,,0,1536,10,2016,1
663,2020-04-07,0,0,0,0,0,2020-10-01,27,0,97203,388812,1,C21,3,3,1,2020-02-10,1,57,4,2020,0
664,2020-11-12,186080,1,0,0,186080,2020-12-01,33,0,40041,40041,2,C19,1,1,2,,0,49,11,2020,1
667,2018-09-09,4173650,5,0,0,695608,2019-06-01,31,0,78143,468858,2,C8,2,2,1,2019-05-31,1,264,9,2018,1
668,2019-11-28,4618180,8,0,1,461818,2020-09-01,29,1,45969,459690,1,C3,2,2,2,2020-09-21,1,298,11,2019,1
671,2019-01-11,100680,1,0,0,25170,2020-02-01,33,0,42368,169472,2,C11,3,3,1,2020-11-02,1,661,1,2019,0
672,2020-08-29,532480,2,0,0,133120,2020-12-01,30,0,77011,308044,2,C18,2,2,1,2020-12-28,1,121,8,2020,1
673,2020-10-07,0,0,0,0,0,2020-12-01,36,1,36967,221802,1,C12,2,2,1,,0,85,10,2020,0
674,2019-09-14,200000,1,0,0,33333,2020-02-01,34,1,38546,231276,1,C14,1,1,1,2020-02-02,1,141,9,2019,0
677,2015-05-21,1555490,3,0,0,311098,2019-05-01,48,1,71072,355360,1,C29,2,3,1,2019-04-05,1,1415,5,2015,1
678,2020-08-23,1403820,3,0,1,280764,2020-12-01,35,0,31411,157055,2,C14,1,1,3,,0,130,8,2020,1
680,2014-07-28,5474330,7,0,0,608258,2019-09-01,37,1,127380,1146420,2,C3,2,4,1,2019-09-22,1,1882,7,2014,1
681,2020-08-29,2457760,2,0,1,614440,2020-12-01,29,0,51840,207360,0,C23,2,2,3,,0,124,8,2020,1
682,2019-07-19,6583320,12,0,1,365740,2020-12-01,30,0,40008,720144,1,C14,1,1,3,,0,531,7,2019,1
683,2018-06-10,1617190,2,0,0,323438,2019-05-01,41,1,55762,278810,2,C17,1,1,1,2019-09-05,1,452,6,2018,1
684,2020-06-30,1500340,2,0,0,375085,2020-10-01,23,1,30083,120332,0,C20,1,1,1,2020-10-27,1,119,6,2020,1
686,2019-02-11,860000,1,0,0,143333,2020-04-01,28,1,62909,377454,2,C1,2,2,1,2020-04-27,1,441,2,2019,1
687,2019-04-10,0,0,0,0,0,2019-12-01,32,0,13037,39111,0,C18,1,1,1,2019-11-30,1,234,4,2019,0
688,2018-06-16,2576870,9,0,0,286318,2019-09-01,46,1,22931,206379,1,C14,1,2,1,2019-09-22,1,463,6,2018,1
689,2018-10-14,0,0,0,0,0,2019-01-01,28,1,17186,17186,1,C10,1,1,1,2018-12-31,1,78,10,2018,0
690,2018-10-12,580610,3,0,0,116122,2019-05-01,45,1,49509,247545,0,C14,2,2,1,2019-05-17,1,217,10,2018,1
691,2020-06-28,0,0,0,0,0,2020-08-01,30,1,59241,118482,0,C7,2,2,1,2020-07-29,1,31,6,2020,0
692,2017-12-18,420720,2,0,0,140240,2019-03-01,32,0,31831,95493,1,C23,1,1,1,2019-03-19,1,456,12,2017,1
693,2015-07-26,34707890,24,0,1,1446162,2020-12-01,47,0,123729,2969496,2,C14,2,4,2,,0,1985,7,2015,1
694,2019-07-29,999000,1,0,1,249750,2019-11-01,32,1,82632,330528,2,C16,3,3,2,2019-11-21,1,115,7,2019,1
695,2020-03-08,308510,1,0,0,61702,2020-12-01,27,0,57667,288335,2,C17,1,1,1,2020-04-12,1,35,3,2020,1
696,2020-03-16,0,0,0,0,0,2020-07-01,27,1,79461,317844,0,C10,3,3,1,2020-07-17,1,123,3,2020,0
697,2019-07-14,39090190,16,0,1,2171677,2020-12-01,43,0,118215,2127870,1,C25,4,4,2,,0,536,7,2019,1
698,2020-01-05,5950210,7,0,0,743776,2020-12-01,33,0,76536,612288,2,C1,3,3,2,,0,361,1,2020,1
700,2017-12-26,3208020,7,0,0,356446,2019-09-01,29,1,31052,279468,1,C10,1,1,2,2019-09-22,1,635,12,2017,1
701,2019-12-01,22269520,21,0,1,1012250,2020-10-01,44,1,85450,1879900,2,C3,2,2,2,2020-10-18,1,322,12,2019,1
702,2019-06-30,0,0,0,0,0,2019-12-01,38,1,113807,682842,0,C20,3,3,1,2019-12-21,1,174,6,2019,0
703,2016-04-25,13697710,9,0,0,1245246,2019-11-01,29,0,103494,1138434,2,C11,1,3,1,2019-11-15,1,1299,4,2016,1
704,2018-05-25,13234050,22,0,1,551418,2020-12-01,29,0,62931,1510344,1,C8,1,2,3,,0,951,5,2018,1
705,2019-03-10,0,0,0,0,0,2020-01-01,40,0,130781,523124,2,C20,3,3,1,2020-01-13,1,309,3,2019,0
706,2020-06-07,0,0,0,0,0,2020-09-01,35,0,70677,212031,0,C27,3,3,1,2020-04-09,1,59,6,2020,0
707,2018-05-21,1473770,3,0,0,368442,2019-04-01,31,1,58323,233292,2,C4,1,1,1,2019-04-13,1,327,5,2018,1
708,2019-11-21,517690,3,0,0,103538,2020-03-01,39,1,97116,485580,0,C19,3,3,1,2020-03-23,1,123,11,2019,1
709,2018-04-08,0,0,0,0,0,2019-06-01,31,0,135436,812616,1,C13,5,5,1,2019-06-27,1,445,4,2018,0
710,2020-06-02,7091010,8,0,1,644637,2020-12-01,32,0,110299,1213289,2,C18,3,3,4,,0,212,6,2020,1
711,2020-12-28,0,0,0,0,0,2020-12-01,29,0,31182,31182,0,C18,1,1,1,,0,3,12,2020,0
712,2020-08-21,1742320,2,0,1,348464,2020-12-01,34,0,83615,418075,1,C5,3,3,3,,0,132,8,2020,1
713,2018-01-30,36389370,24,0,0,1516223,2020-12-01,29,0,69388,1665312,0,C12,1,2,4,,0,1066,1,2018,1
714,2019-08-11,3050100,6,0,1,254175,2020-10-01,35,0,81352,976224,2,C13,3,3,1,2020-12-10,1,487,8,2019,1
715,2020-12-19,0,0,0,0,0,2020-12-01,41,0,34780,34780,1,C4,2,2,1,,0,12,12,2020,0
716,2017-10-11,34913070,21,1,1,1454711,2020-12-01,44,0,63352,1399509,1,C1,1,3,3,,0,1177,10,2017,1
718,2016-04-26,23542730,24,0,1,980947,2020-12-01,36,0,67490,1619760,2,C15,1,3,4,,0,1710,4,2016,1
721,2020-05-29,5003700,5,0,1,714814,2020-12-01,34,0,101880,713160,2,C19,3,3,3,,0,216,5,2020,1
722,2018-11-13,1724200,4,0,0,344840,2019-05-01,37,0,37839,189195,1,C9,2,2,1,2019-07-05,1,234,11,2018,1
723,2018-07-27,11318750,24,0,1,471614,2020-12-01,33,0,42243,1013832,1,C17,1,1,1,,0,888,7,2018,1
724,2020-09-13,0,0,0,0,0,2020-12-01,32,1,36430,145720,2,C1,2,2,1,2020-04-12,1,154,9,2020,0
725,2020-07-08,211440,1,0,0,42288,2020-12-01,29,0,19456,97280,0,C20,1,1,1,2020-08-12,1,35,7,2020,1
726,2017-09-01,2330430,6,0,0,258936,2019-09-01,30,1,51497,463473,1,C18,1,1,1,2019-09-21,1,750,9,2017,1
727,2019-05-21,1296780,5,0,1,162097,2019-12-01,39,0,44720,357760,2,C22,2,2,2,2019-12-21,1,214,5,2019,1
729,2020-04-09,0,0,0,0,0,2020-11-01,33,0,40531,121593,0,C28,2,2,1,2020-10-31,1,205,4,2020,0
731,2018-09-22,228920,1,0,0,76306,2019-03-01,35,1,19290,57870,0,C2,1,1,1,2019-03-03,1,162,9,2018,1
733,2020-12-14,0,0,0,0,0,2020-12-01,23,1,13937,13937,0,C6,1,1,1,,0,17,12,2020,0
734,2019-10-24,5958340,11,0,1,397222,2020-12-01,35,1,88414,1326210,2,C22,3,3,1,,0,434,10,2019,1
735,2019-08-08,1450000,2,0,1,241666,2020-01-01,38,1,110490,662940,1,C12,4,4,1,2020-10-01,1,420,8,2019,1
736,2018-03-10,665120,3,0,0,133024,2019-05-01,27,1,81944,409720,2,C15,1,1,1,2019-07-05,1,482,3,2018,1
737,2020-09-08,388710,2,0,0,77742,2020-12-01,40,0,24752,123760,0,C19,3,3,1,,0,114,9,2020,1
738,2020-05-05,0,0,0,0,0,2020-06-01,26,0,41980,83960,1,C8,2,2,1,2020-06-13,1,39,5,2020,0
739,2017-06-19,382150,3,0,1,76430,2019-05-01,30,1,108768,543840,0,C20,1,3,2,2019-09-05,1,808,6,2017,0
740,2020-12-06,1187640,4,0,1,169662,2020-12-01,37,0,46131,322917,1,C3,1,1,2,,0,25,12,2020,1
742,2020-06-09,0,0,0,0,0,2020-12-01,34,0,84637,338548,1,C13,3,3,1,2020-01-12,1,149,6,2020,0
743,2020-03-01,0,0,0,0,0,2020-05-01,36,0,73273,366365,0,C10,2,2,1,,0,305,3,2020,0
744,2018-01-21,1520540,5,0,0,190067,2019-08-01,27,0,43322,346576,2,C20,1,1,1,2019-07-29,1,554,1,2018,1
745,2019-10-24,0,0,0,0,0,2019-11-01,30,0,62042,124084,2,C11,2,2,1,2019-05-11,1,166,10,2019,0
747,2016-11-25,6576490,11,0,1,548040,2019-12-01,32,1,58943,707316,1,C17,1,2,2,2019-11-30,1,1100,11,2016,1
748,2020-11-28,0,0,0,0,0,2020-12-01,31,1,50210,50210,0,C20,3,3,1,,0,33,11,2020,0
751,2020-11-15,0,0,0,0,0,2020-12-01,27,0,105510,211020,0,C22,3,3,1,,0,46,11,2020,0
752,2020-03-05,2041340,5,0,1,255167,2020-12-01,43,0,56243,449944,2,C23,2,2,2,,0,301,3,2020,1
753,2017-10-16,23441990,23,0,0,976749,2020-12-01,35,0,59656,1431744,1,C16,2,2,4,,0,1172,10,2017,1
754,2020-10-18,0,0,0,0,0,2020-12-01,29,0,44820,134460,0,C29,2,2,1,,0,74,10,2020,0
755,2019-12-30,0,0,0,0,0,2020-02-01,36,0,25894,51788,1,C8,3,3,1,,0,367,12,2019,0
756,2019-05-26,488410,2,0,0,97682,2019-09-01,29,1,57476,287380,1,C4,3,3,1,2019-08-30,1,96,5,2019,1
757,2017-11-07,4220370,4,0,0,468930,2019-09-01,35,0,63181,568629,0,C27,1,3,1,2019-09-22,1,684,11,2017,1
758,2019-08-31,3721270,8,0,1,310105,2020-08-01,34,0,54288,651456,1,C15,2,2,1,2020-07-29,1,333,8,2019,1
759,2019-08-12,0,0,0,0,0,2020-04-01,42,0,87182,435910,1,C26,3,3,1,2020-07-04,1,327,8,2019,0
761,2020-12-06,0,0,0,0,0,2020-07-01,23,0,69449,138898,2,C10,2,2,1,2020-03-07,1,274,12,2020,0
762,2016-04-26,8862230,24,0,1,369259,2020-12-01,35,0,35024,840576,2,C27,1,2,2,,0,1710,4,2016,1
763,2020-11-21,0,0,0,0,0,2020-12-01,32,0,22913,45826,2,C5,1,1,1,,0,40,11,2020,0
764,2018-11-30,386590,1,0,0,128863,2019-03-01,37,1,18285,54855,1,C26,1,1,1,2019-12-03,1,368,11,2018,1
765,2016-11-28,34007130,22,0,0,1416963,2020-12-01,47,1,123216,2957184,1,C8,1,4,2,,0,1494,11,2016,1
766,2019-07-29,8598800,13,0,1,505811,2020-12-01,31,1,28308,481236,1,C8,1,1,3,,0,521,7,2019,1
767,2017-05-23,3880190,10,0,1,352744,2019-11-01,39,1,85693,942623,0,C2,1,3,1,2019-10-31,1,891,5,2017,1
768,2020-04-25,8595450,6,0,1,955050,2020-12-01,24,1,87853,790677,1,C26,1,1,2,2020-12-13,1,232,4,2020,1
769,2020-01-11,0,0,0,0,0,2020-12-01,36,0,107149,214298,1,C11,3,3,1,,0,355,1,2020,0
770,2019-05-07,1750310,3,0,1,250044,2020-01-01,26,0,18544,129808,0,C26,2,2,1,,0,604,5,2019,1
771,2020-11-07,0,0,0,0,0,2020-08-01,36,0,45071,90142,1,C5,2,2,1,2020-07-29,1,101,11,2020,0
772,2019-08-07,17467630,14,0,1,970423,2020-12-01,30,0,75986,1367748,2,C29,3,3,4,,0,512,8,2019,1
773,2019-10-28,0,0,0,0,0,2020-02-01,30,0,51600,258000,0,C29,2,2,1,2020-01-02,1,66,10,2019,0
776,2020-09-06,1818860,4,0,1,259837,2020-12-01,37,1,63587,445109,1,C8,2,2,2,2020-01-12,1,238,9,2020,1
777,2019-11-28,1445280,4,0,1,180660,2020-07-01,30,1,70816,566528,2,C22,2,2,1,2020-07-24,1,239,11,2019,1
778,2019-06-13,1923530,7,0,0,137395,2020-07-01,31,0,38990,545860,1,C9,2,2,1,2020-12-07,1,543,6,2019,1
779,2020-05-04,0,0,0,0,0,2020-06-01,35,1,23182,69546,2,C23,1,1,1,2020-06-24,1,51,5,2020,0
781,2019-12-21,712590,4,0,0,79176,2020-08-01,41,1,82503,742527,2,C23,3,3,1,2020-07-29,1,221,12,2019,0
782,2020-06-14,3360700,6,0,1,480100,2020-12-01,36,1,42314,296198,1,C29,2,2,3,,0,200,6,2020,1
783,2015-10-12,6521890,12,0,1,465849,2020-02-01,49,0,76195,1066730,2,C3,1,2,1,2020-02-23,1,1595,10,2015,1
784,2020-06-04,0,0,0,0,0,2020-05-01,41,0,100303,200606,2,C17,3,3,1,2020-05-05,1,30,6,2020,0
785,2020-07-17,2431500,4,0,0,405250,2020-12-01,31,0,54209,325254,1,C26,2,2,2,,0,167,7,2020,1
787,2019-08-30,2007550,5,0,1,143396,2020-10-01,35,0,75467,1056538,1,C26,3,3,1,2020-10-25,1,422,8,2019,1
789,2018-11-27,36806180,22,1,1,1533590,2020-12-01,40,1,72265,1629256,0,C22,2,3,4,,0,765,11,2018,1
790,2018-11-11,5522460,17,0,1,324850,2020-05-01,31,0,40253,684301,1,C12,2,2,1,2020-05-19,1,555,11,2018,1
791,2015-10-15,38028190,23,0,1,1584507,2020-12-01,36,1,84961,2039064,0,C4,2,3,4,,0,1904,10,2015,1
792,2019-10-12,0,0,0,0,0,2020-02-01,32,1,48639,145917,2,C19,2,2,1,2020-02-17,1,128,10,2019,0
793,2020-10-30,127800,1,0,0,63900,2020-12-01,26,1,92670,185340,2,C7,3,3,1,,0,62,10,2020,0
794,2015-05-28,4315560,4,0,0,616508,2019-07-01,33,0,60252,421764,2,C21,2,2,1,2019-07-14,1,1508,5,2015,1
796,2015-08-11,5353970,9,0,0,535397,2019-10-01,32,0,50434,504340,2,C26,2,2,1,2019-09-28,1,1509,8,2015,1
797,2018-10-08,1193450,3,0,0,238690,2019-05-01,33,0,29689,148445,2,C24,1,1,1,2019-05-14,1,218,10,2018,1
798,2018-08-29,0,0,0,0,0,2019-01-01,37,0,34849,34849,0,C27,2,2,1,2019-09-01,1,368,8,2018,0
799,2019-06-12,456480,3,0,0,91296,2020-04-01,34,1,30951,154755,1,C21,2,2,1,2020-03-29,1,291,6,2019,1
800,2019-06-30,618510,3,0,1,88358,2020-01-01,36,0,49614,347298,0,C6,2,2,1,2020-10-01,1,459,6,2019,1
801,2020-08-21,927300,3,0,1,185460,2020-12-01,39,0,62810,314050,1,C29,3,3,2,,0,132,8,2020,1
802,2020-12-12,0,0,0,0,0,2020-12-01,29,0,63080,63080,2,C20,3,3,1,,0,19,12,2020,0
803,2020-04-14,0,0,0,0,0,2020-08-01,27,0,62232,311160,2,C11,1,1,1,2020-07-29,1,106,4,2020,0
804,2019-11-11,4081830,8,0,1,371075,2020-09-01,30,0,46600,512600,2,C23,2,2,1,2020-01-09,1,59,11,2019,1
805,2019-01-13,1542500,2,0,0,220357,2019-07-01,24,0,17676,123732,1,C16,1,1,1,2019-06-28,1,166,1,2019,1
806,2020-02-06,2567880,6,0,1,366840,2020-12-01,40,1,78647,550529,0,C8,3,3,1,,0,329,2,2020,1
807,2020-11-10,0,0,0,0,0,2020-12-01,32,1,81547,244641,1,C25,3,3,1,2020-12-18,1,38,11,2020,0
808,2020-05-15,0,0,0,0,0,2020-09-01,33,0,49914,249570,1,C15,3,3,1,2020-09-13,1,121,5,2020,0
810,2020-04-12,153540,1,0,0,153540,2020-12-01,25,0,45531,45531,1,C17,2,2,1,,0,263,4,2020,1
811,2019-10-31,1005120,2,0,0,201024,2020-03-01,30,0,66017,330085,2,C26,2,2,1,2020-08-03,1,277,10,2019,1
812,2018-05-10,0,0,0,0,0,2019-02-01,31,0,42395,84790,2,C15,1,1,1,2019-01-30,1,265,5,2018,0
813,2020-02-03,0,0,0,0,0,2020-04-01,33,1,31787,63574,0,C27,2,2,1,2020-07-04,1,152,2,2020,0
814,2020-11-16,0,0,0,0,0,2020-12-01,30,0,56133,112266,2,C16,1,1,1,,0,45,11,2020,0
816,2020-12-12,0,0,0,0,0,2020-12-01,41,0,55115,55115,2,C8,2,2,1,,0,19,12,2020,0
818,2019-08-08,820140,2,0,0,117162,2020-02-01,32,1,26850,187950,2,C22,2,2,1,2020-03-02,1,207,8,2019,1
819,2013-01-11,34495110,24,0,1,1437296,2020-12-01,41,0,114358,2744592,1,C15,2,4,2,,0,2911,1,2013,1
820,2018-05-23,9000520,15,0,0,529442,2020-05-01,39,0,59166,1005822,2,C14,1,1,1,2020-05-16,1,724,5,2018,1
821,2015-08-16,3435990,5,0,0,429498,2019-08-01,29,1,113120,904960,2,C12,1,3,1,2019-08-26,1,1471,8,2015,1
822,2019-07-20,0,0,0,0,0,2019-10-01,31,1,42601,170404,0,C23,1,1,1,2019-03-10,1,132,7,2019,0
824,2020-12-14,0,0,0,0,0,2020-12-01,40,1,32446,32446,0,C9,1,1,1,,0,17,12,2020,0
825,2020-11-12,0,0,0,0,0,2020-12-01,36,1,64187,64187,2,C6,3,3,1,,0,49,11,2020,0
826,2018-09-05,931110,3,0,0,133015,2019-07-01,28,0,70740,495180,0,C24,1,2,1,2019-12-07,1,458,9,2018,1
827,2019-12-13,388440,1,0,0,97110,2020-03-01,33,0,67113,268452,2,C28,2,2,1,2020-03-16,1,94,12,2019,1
828,2020-02-01,4702900,7,0,1,391908,2020-12-01,34,0,63298,759576,0,C21,3,3,2,,0,334,2,2020,1
829,2019-09-06,523440,1,0,0,104688,2019-10-01,38,1,55313,276565,0,C15,3,3,1,2019-04-10,1,149,9,2019,1
830,2018-07-20,2966980,9,0,0,329664,2019-09-01,27,0,80746,726714,2,C3,1,2,1,2019-09-14,1,421,7,2018,1
831,2019-07-21,543220,2,0,1,90536,2019-12-01,32,0,42588,255528,2,C2,1,1,2,2019-10-12,1,83,7,2019,1
832,2018-03-06,15440080,24,0,0,643336,2020-12-01,42,1,58747,1409928,0,C16,1,1,4,,0,1031,3,2018,1
834,2020-07-12,0,0,0,0,0,2020-12-01,36,0,83969,83969,1,C20,3,3,1,,0,172,7,2020,0
835,2019-12-12,5377060,5,0,1,413620,2020-12-01,29,0,66179,860327,1,C26,2,2,1,,0,385,12,2019,1
836,2018-01-30,2452190,4,0,0,490438,2019-05-01,41,0,63636,318180,0,C29,2,2,1,2019-05-18,1,473,1,2018,1
838,2018-03-10,101070,1,0,0,50535,2019-02-01,41,1,52632,105264,2,C11,1,1,1,2019-10-02,1,571,3,2018,0
839,2019-08-08,485450,1,0,0,80908,2020-01-01,47,0,53383,320298,0,C16,2,2,1,2020-02-01,1,177,8,2019,1
840,2014-11-07,17134040,24,0,1,713918,2020-12-01,40,1,88813,2131512,0,C8,1,4,2,,0,2246,11,2014,1
841,2020-09-08,0,0,0,0,0,2020-11-01,33,1,58199,232796,1,C20,2,2,1,2020-07-11,1,59,9,2020,0
842,2015-07-26,28562340,14,0,0,2040167,2020-02-01,37,0,121419,1699866,1,C18,1,4,2,2020-02-22,1,1672,7,2015,1
843,2018-02-20,13627070,18,0,0,717214,2020-07-01,30,1,56035,1064665,1,C15,1,2,1,2020-04-07,1,777,2,2018,1
844,2019-08-15,150160,1,0,0,30032,2019-12-01,31,0,21212,106060,0,C26,1,1,1,2019-05-12,1,95,8,2019,1
845,2020-05-30,1453360,5,0,1,207622,2020-12-01,46,0,22019,154133,1,C28,2,2,2,2020-11-12,1,166,5,2020,1
847,2019-09-26,0,0,0,0,0,2020-03-01,30,0,40409,282863,1,C12,2,2,1,2020-03-13,1,169,9,2019,0
848,2020-11-02,3791340,6,0,1,344667,2020-12-01,28,1,45871,504581,1,C28,2,2,1,,0,59,11,2020,1
849,2020-10-07,1835070,4,0,1,367014,2020-11-01,33,1,77903,389515,1,C20,3,3,3,2020-10-11,1,4,10,2020,1
850,2015-06-21,6883410,12,0,0,382411,2020-06-01,36,0,113038,2034684,2,C1,2,4,1,2020-02-06,1,1691,6,2015,1
851,2018-11-30,101850,1,0,0,50925,2019-02-01,34,0,39131,78262,1,C13,1,1,1,2019-05-02,1,153,11,2018,1
852,2020-04-04,0,0,0,0,0,2020-06-01,23,0,70731,212193,1,C21,2,2,1,2020-12-06,1,246,4,2020,0
853,2020-08-15,0,0,0,0,0,2020-12-01,33,1,29584,147920,0,C13,2,2,1,2020-04-12,1,125,8,2020,0
855,2020-09-05,0,0,0,0,0,2020-08-01,35,0,83524,334096,0,C17,2,2,1,2020-07-29,1,38,9,2020,0
856,2016-04-26,8687010,12,0,1,668231,2020-01-01,37,1,87661,1139593,0,C22,1,3,1,2020-01-20,1,1364,4,2016,1
858,2020-05-17,504150,2,0,0,84025,2020-10-01,37,0,75541,453246,1,C21,2,2,1,2020-11-10,1,177,5,2020,1
859,2019-05-01,1121790,3,0,0,224358,2019-05-01,23,0,26151,130755,2,C17,1,1,1,2019-05-25,1,24,5,2019,1
860,2018-03-07,378640,1,0,0,189320,2019-02-01,38,0,45269,90538,0,C20,1,1,1,2019-02-25,1,355,3,2018,1
863,2019-08-24,126010,1,0,0,21001,2020-01-01,32,1,40295,241770,2,C29,1,1,1,2019-12-30,1,128,8,2019,0
864,2019-06-20,0,0,0,0,0,2019-09-01,36,1,91602,366408,1,C27,2,4,1,2019-08-31,1,72,6,2019,0
865,2020-07-06,3150620,5,0,1,450088,2020-12-01,30,1,122941,860587,2,C10,3,3,2,,0,178,7,2020,1
866,2019-09-02,763920,2,0,1,127320,2019-07-01,47,0,29151,174906,0,C2,1,1,1,2019-07-27,1,37,9,2019,1
867,2020-09-28,3357550,3,0,0,1119183,2020-12-01,30,1,35803,107409,0,C1,2,2,4,,0,94,9,2020,1
868,2018-07-12,-645150,1,0,0,-161287,2019-04-01,24,1,34497,137988,0,C28,2,2,1,2019-04-13,1,275,7,2018,0
869,2018-08-12,487460,2,0,0,69637,2019-07-01,37,0,28575,200025,0,C8,1,1,1,2019-06-29,1,321,8,2018,1
870,2015-07-23,15298690,24,0,1,637445,2020-12-01,37,1,93000,2232000,1,C29,1,3,3,,0,1988,7,2015,1
871,2020-01-20,0,0,0,0,0,2020-04-01,37,1,52753,211012,0,C27,2,2,1,2020-03-30,1,70,1,2020,0
872,2018-10-16,0,0,0,0,0,2019-01-01,32,0,19791,19791,2,C28,1,1,1,2019-01-01,1,77,10,2018,0
873,2019-03-23,32819830,13,0,1,1823323,2020-08-01,33,1,134302,2417436,2,C28,1,4,3,2020-07-29,1,494,3,2019,1
874,2020-04-14,0,0,0,0,0,2020-07-01,37,0,75133,300532,0,C24,3,3,1,2020-07-14,1,91,4,2020,0
875,2020-08-14,0,0,0,0,0,2020-12-01,36,1,93822,469110,1,C4,3,3,1,,0,139,8,2020,0
876,2018-07-07,2778590,7,0,0,347323,2019-08-01,22,1,39442,315536,0,C25,1,2,1,2019-08-08,1,397,7,2018,1
877,2018-08-08,0,0,0,0,0,2019-01-01,32,0,94770,94770,0,C21,2,2,1,2019-01-13,1,158,8,2018,0
879,2018-03-07,2586520,4,0,0,369502,2019-07-01,38,0,55443,388101,0,C8,1,2,1,2019-06-30,1,480,3,2018,1
881,2018-04-06,1903080,3,0,0,634360,2019-03-01,32,0,61069,183207,0,C16,2,2,2,2019-03-28,1,356,4,2018,1
882,2013-12-10,1353210,6,0,0,64438,2020-09-01,31,0,94945,1993845,0,C13,2,4,1,2020-09-20,1,2476,12,2013,0
883,2018-10-19,100240,1,0,0,50120,2019-02-01,32,0,50863,101726,0,C27,1,1,1,2019-09-02,1,318,10,2018,0
885,2020-09-10,251150,1,0,0,83716,2020-12-01,39,1,44241,132723,2,C21,2,2,1,,0,112,9,2020,1
886,2018-09-23,0,0,0,0,0,2019-02-01,36,1,31954,63908,2,C2,1,1,1,2019-01-02,1,101,9,2018,0
887,2019-05-11,3201180,8,0,1,246244,2020-11-01,25,0,23745,308685,1,C14,1,1,1,2020-10-30,1,538,5,2019,1
888,2018-06-16,20976830,24,1,0,874034,2020-12-01,31,0,57266,1254117,1,C1,1,2,4,,0,929,6,2018,1
889,2020-06-28,1100030,3,0,0,183338,2020-12-01,32,0,47988,287928,1,C28,3,3,1,,0,186,6,2020,1
890,2017-08-07,5995150,19,0,1,299757,2020-08-01,34,1,43463,869260,0,C5,1,1,3,2020-07-29,1,1087,8,2017,1
892,2017-10-09,6967160,7,0,0,580596,2019-12-01,35,1,51725,620700,0,C3,2,2,3,2019-12-13,1,795,10,2017,1
893,2016-05-27,17369610,21,0,1,723733,2020-12-01,50,1,73308,1759392,0,C10,1,2,2,,0,1679,5,2016,1
894,2019-05-01,0,0,0,0,0,2019-03-01,37,0,45342,136026,0,C28,3,3,1,2019-12-03,1,216,5,2019,0
